nest_number,year,post_number,location_description,discovery_date,eggs_at_discovery,total_eggs,nest_fate,failure_cause,expected_hatch_date,actual_hatch_date,eggs_hatched,chicks_fledged,longitude,latitude,notes1,notes2,notes3
340,2009,260,.,5/9/09,3,.,hatched,,6/6/09,6/6/09,1,0,no GPS recorded,no GPS recorded,,,
341,2009,Delta3,.,5/16/09,2,.,predator - skunk,skunk,6/13/09,.,0,0,no GPS recorded,no GPS recorded,,,
342,2009,Delta4,.,5/16/09,1,.,predator - raccoon,raccoon,.,.,0,0,no GPS recorded,no GPS recorded,,,
343,2009,Delta5,.,5/16/09,3,.,hatched,,6/13/09,6/13/09,3,1,no GPS recorded,no GPS recorded,,,
344,2009,Delta6,.,5/16/09,2,.,predator - unknown,unknown,.,.,0,0,no GPS recorded,no GPS recorded,,,
345,2009,Delta7,.,5/22/09,2,.,predator - unknown,unknown,.,.,0,0,no GPS recorded,no GPS recorded,,,
346,2009,Delta8,.,5/22/09,3,.,hatched,,6/19/09,6/20/09,2,2,no GPS recorded,no GPS recorded,,,
347,2009,Delta9,.,5/22/09,3,.,unknown fate,,6/19/09,.,.,0,no GPS recorded,no GPS recorded,,,
348,2009,114,.,5/22/09,3,.,predator - skunk,skunk,.,.,0,0,no GPS recorded,no GPS recorded,,,
349,2009,N251,.,5/22/09,1,.,abandoned,abandoned,.,.,0,0,no GPS recorded,no GPS recorded,"1 egg found on 5/22, last recorded incubation on 6/11 collected 7/18/09",,
350,2009,363,.,5/23/09,3,.,hatched,,6/20/09,6/20/09,3,2,no GPS recorded,no GPS recorded,,,
351,2009,252,.,6/3/09,2,.,predator - skunk,skunk,.,.,0,0,no GPS recorded,no GPS recorded,,,
352,2009,275 back,.,6/6/09,2,.,hatched,,7/4/09,7/4/09,2,2,no GPS recorded,no GPS recorded,,,
353,2009,108,.,6/11/09,3,.,hatched,,7/9/09,7/1/09,2,2,no GPS recorded,no GPS recorded,,,
354,2009,154,.,6/11/09,3,.,hatched,,7/9/09,7/4/09,?,3,no GPS recorded,no GPS recorded,,,
355,2009,567,.,6/11/09,3,.,predator - skunk,skunk,7/9/09,.,0,0,no GPS recorded,no GPS recorded,,,
356,2009,270,.,6/11/09,unconfirmed,.,hatched,,7/9/09,7/1/09,3,2,no GPS recorded,no GPS recorded,,,
357,2009,23,.,6/13/09,3,.,hatched,,7/11/09,7/9/09,3,2,no GPS recorded,no GPS recorded,,,
358,2009,227,.,6/13/09,2,.,hatched,,7/11/09,.,3,2,no GPS recorded,no GPS recorded,,,
359,2009,167,.,6/13/09,2,.,hatched,,7/11/09,7/16/09,3,3,no GPS recorded,no GPS recorded,,,
360,2009,279,.,6/13/09,3,.,hatched,,7/11/09,6/23/09,2,2,no GPS recorded,no GPS recorded,,,
361,2009,44,.,6/13/09,1,.,hatched,,7/11/09,.,2,2,no GPS recorded,no GPS recorded,,,
362,2009,265,.,6/11/09,1,.,hatched,,7/9/09,.,3,2,no GPS recorded,no GPS recorded,,,
363,2009,Delta 10,.,6/20/09,3,.,hatched,,7/18/09,7/17/09,3,1,no GPS recorded,no GPS recorded,,,
364,2009,498,.,6/25/09,3,.,hatched,,7/23/09,.,2,1,no GPS recorded,no GPS recorded,,,
365,2009,Delta 11,.,6/27/09,3,.,hatched,,7/25/09,7/25/09,3,3,no GPS recorded,no GPS recorded,,,
366,2009,Delta 12,.,6/27/09,2,.,hatched,,7/27/09,7/26/09,2,0,no GPS recorded,no GPS recorded,,,
367,2009,Delta 13,.,6/27/09,1,.,hatched,,7/28/09,7/27/09,3,3,no GPS recorded,no GPS recorded,,,
368,2009,107,.,6/27/09,3,.,hatched,,7/25/09,7/9/09,3,2,no GPS recorded,no GPS recorded,,,
369,2009,400,.,6/25/09,unconfirmed,.,hatched,,,6/25/09,3,2,no GPS recorded,no GPS recorded,3 chicks at discovery,,
370,2009,325,.,6/25/09,unconfirmed,.,hatched,,6/20/09,6/20/09,3,2,no GPS recorded,no GPS recorded,3 chicks at discovery,,
372,2009,315,.,7/10/09,unconfirmed,.,hatched,,,7/10/09,3,3,no GPS recorded,no GPS recorded,3 chicks at discovery,,
373,2009,Delta 14,.,7/18/09,2,.,hatched,,8/15/09,8/9/09,2,.,no GPS recorded,no GPS recorded," Last recorded sighting from this nest was on 8/29, but couldn't find datasheets from September. ",,
374,2009,Delta 15,.,7/18/09,2,.,hatched,,8/15/09,8/6/09,2,.,no GPS recorded,no GPS recorded," Last recorded sighting from this nest was on 8/24, but couldn't find datasheets from September. ",,
375,2009,N275,.,7/18/09,1,.,abandoned,abandoned,8/18/09,.,0,0,no GPS recorded,no GPS recorded,"abandonded, buried in sand. Collected 1 egg",,
376,2009,580,.,7/28/09,unconfirmed,.,hatched,,,.,2,2,no GPS recorded,no GPS recorded,,,
377,2009,547,.,7/23/09,3,.,predator - skunk,skunk,.,.,0,0,no GPS recorded,no GPS recorded,,,
271 B,2009,215,.,.,unconfirmed,.,hatched,,,7/7/09,3,3,,,3 chicks at discovery,,
378,2010,50,,4/1/10,2,.,abandoned,abandoned,4/29/10,.,0,0,no GPS recorded,no GPS recorded,,,
379,2010,Delta1,,4/3/10,3,.,flooded ,flooded,5/1/10,.,0,0,no GPS recorded,no GPS recorded,flooded 4/12,,
380,2010,Delta2,,4/6/10,3,.,flooded ,flooded,.,.,0,0,no GPS recorded,no GPS recorded,flooded 4/12,,
381,2010,Delta3,,4/10/10,3,.,flooded ,flooded,.,.,0,0,no GPS recorded,no GPS recorded,flooded 4/12,,
382,2010,Delta4,,4/10/10,3,.,flooded ,flooded,.,.,0,0,no GPS recorded,no GPS recorded,flooded 4/12,,
383,2010,400,front dunes,4/10/10,3,.,hatched,,5/8/10,5/3/10,2,2,no GPS recorded,no GPS recorded,,,
384,2010,145,mid dunes,4/14/10,3,.,failed - unknown cause,,5/12/10,.,0,0,no GPS recorded,no GPS recorded,,,
385,2010,371,,4/15/10,1,.,hatched,,5/18/10,5/20/10,2,1,no GPS recorded,no GPS recorded,,,
386,2010,650,beach,4/17/10,1,.,failed - unknown cause,,.,.,0,0,no GPS recorded,no GPS recorded,,,
387,2010,625,beach,4/18/10,3,.,failed - unknown cause,,5/16/10,.,0,0,no GPS recorded,no GPS recorded,,,
388,2010,pond trail,,4/18/10,1,.,failed - unknown cause,,.,.,0,0,no GPS recorded,no GPS recorded,,,
389,2010,20,back dunes ,4/24/10,3,.,hatched,,5/22/10,5/18/10,1,0,no GPS recorded,no GPS recorded,,,
390,2010,124,beach,4/24/10,1,.,failed - unknown cause,,5/27/10,.,0,0,no GPS recorded,no GPS recorded,,,
391,2010,273,beach,4/24/10,1,.,failed - unknown cause,,5/27/10,.,0,0,no GPS recorded,no GPS recorded,,,
392,2010,575,front dunes,4/24/10,1,.,wind,wind,5/27/10,.,0,0,no GPS recorded,no GPS recorded,,,
393,2010,124,back dunes,4/26/10,1,.,failed - unknown cause,,5/29/10,.,0,0,no GPS recorded,no GPS recorded,,,
394,2010,120,back dunes ,4/26/10,3,.,failed - unknown cause,,5/24/10,.,0,0,no GPS recorded,no GPS recorded,,,
395,2010,449,dune top,4/29/10,2,.,wind,wind,5/27/10,.,0,0,no GPS recorded,no GPS recorded,,,
396,2010,656,beach,5/3/10,3,.,hatched,,.,5/27/10,2,0,no GPS recorded,no GPS recorded,,,
397,2010,630,,5/3/10,2,.,hatched,,.,6/8/10,2,0,no GPS recorded,no GPS recorded,,,
398,2010,177,beach,5/6/10,3,.,abandoned,abandoned,6/5/10,.,0,0,no GPS recorded,no GPS recorded,,,
399,2010,697,beach near dunes,5/6/10,1,.,hatched,,6/10/10,6/9/19,3,0,no GPS recorded,no GPS recorded,,,
400,2010,279,rocks 15 ft from fence,5/8/10,1,.,hatched,,6/9/10,6/8/10,3,0,no GPS recorded,no GPS recorded,,,
401,2010,16,beach 9 meters from fence,5/8/10,2,.,tide,tide,.,.,0,0,no GPS recorded,no GPS recorded,,,
402,2010,268,rocks mouth,5/12/10,unconfirmed,.,hatched,,6/9/10,6/1/10,2,0,no GPS recorded,no GPS recorded,,,
403,2010,165,?,5/12/10,unconfirmed,.,hatched,,5/11/10,5/11/10,2,2,no GPS recorded,no GPS recorded,1 chick at discovery,,
404,2010,80,back dunes behind high fence,5/12/10,3,.,hatched,,.,5/22/10,2,0,no GPS recorded,no GPS recorded,,,
405,2010,110,2nd rank of dunes from front,5/1/10,unconfirmed,.,predator - crow,crow,5/29/10,.,0,0,no GPS recorded,no GPS recorded,,,
406,2010,442,mid dunes top by bottle,5/18/10,3,.,hatched,,6/15/10,6/7/10,3,2,no GPS recorded,no GPS recorded,,,
407,2010,350,back beach,5/18/10,3,.,hatched,,6/15/10,5/25/10,3,0,no GPS recorded,no GPS recorded,,,
408,2010,Delta 5,see picture,5/20/10,unconfirmed,.,hatched,,6/17/10,6/18/10,3,3,no GPS recorded,no GPS recorded,,,
409,2010,633,8-10 m from rope,5/20/10,1,.,tide,tide,.,.,0,0,no GPS recorded,no GPS recorded,tide 5/25,,
410,2010,525,assume inside  dunes,5/20/10,unconfirmed,.,hatched,,.,5/20/10,1,1,no GPS recorded,no GPS recorded,1 chick at discovery,,
411,2010,240,assume inside  dunes,5/22/10,unconfirmed,.,hatched,,.,5/22/10,1,1,no GPS recorded,no GPS recorded,1 chick at discovery,,
412,2010,493,5 m inside fence,5/22/10,3,.,tide,tide,6/19/10,.,0,0,no GPS recorded,no GPS recorded,tide 5/25,,
413,2010,683,front of dune slope behind stick,5/22/10,2,.,hatched,,.,6/8/10,2,0,no GPS recorded,no GPS recorded,,,
414,2010,208,8 ft from fence behind white branch,5/22/10,2,.,tide,tide,6/19/10,.,0,0,no GPS recorded,no GPS recorded,tide June1,,
415,2010,Delta 6,just east of little stream,5/22/10,unconfirmed,.,hatched,,6/19/10,.,3,0,no GPS recorded,no GPS recorded,,,
416,2010,Delta 7,just west of little stream,5/22/10,unconfirmed,.,hatched,,6/19/10,6/17/10,3,0,no GPS recorded,no GPS recorded,,,
417,2010,47,on beach,5/27/10,3,.,hatched,,.,6/22/10,3,0,no GPS recorded,no GPS recorded,,,
418,2010,719,under plant,5/27/10,2,.,human,human,.,.,0,0,no GPS recorded,no GPS recorded,,,
419,2010,257,mouth 50 ft inside,6/1/10,1,.,abandoned,abandoned,.,.,0,0,no GPS recorded,no GPS recorded,,,
420,2010,318,rocks 15 ft from fence,6/1/10,3,.,hatched,,.,6/26/10,3,0,no GPS recorded,no GPS recorded,,,
421,2010,251,30 ft inside fence,6/7/10,3,.,hatched,,.,7/10/10,1,0,no GPS recorded,no GPS recorded,,,
422,2010,271,near channel,6/8/10,unconfirmed,.,hatched,,.,7/7/10,.,0,no GPS recorded,no GPS recorded,,,
423,2010,Delta8,wside near wood pilings,6/10/10,unconfirmed,.,hatched,,.,6/29/10,2,2,no GPS recorded,no GPS recorded,,,
424,2010,335,even with tire,6/12/10,unconfirmed,.,hatched,,.,7/11/10,3,0,no GPS recorded,no GPS recorded,,,
425,2010,327,beach near eleph seal,6/12/10,unconfirmed,.,failed - unknown cause,,.,.,0,0,no GPS recorded,no GPS recorded,,,
426,2010,315,further backn near water,6/12/10,unconfirmed,.,failed - unknown cause,,.,.,0,0,no GPS recorded,no GPS recorded,,,
427,2010,573,base of wire fence,6/12/10,3,.,failed - unknown cause,,.,.,0,0,no GPS recorded,no GPS recorded,,,
428,2010,254,back near water,6/15/10,unconfirmed,.,hatched,,.,7/6/10,.,0,no GPS recorded,no GPS recorded,1 chick seen on hatch date,,
429,2010,667,,6/15/10,2,.,tide,tide,.,.,0,0,no GPS recorded,no GPS recorded,Tide 6/26,,
430,2010,delta9,,6/17/10,unconfirmed,.,hatched,,.,6/24/10,3,2,no GPS recorded,no GPS recorded,,,
431,2010,351,,6/17/10,unconfirmed,.,hatched,,.,7/16/10,3,0,no GPS recorded,no GPS recorded,,,
432,2010,83,,6/17/10,unconfirmed,.,hatched,,.,7/3/10,3,0,no GPS recorded,no GPS recorded,,,
433,2010,270,rocks in front of 271,6/22/10,unconfirmed,.,failed - unknown cause,,.,.,0,0,no GPS recorded,no GPS recorded,,,
434,2010,217,,6/24/10,unconfirmed,.,hatched,,.,6/24/10,2,0,no GPS recorded,no GPS recorded,,,
435,2010,392,top of wrack zone,6/24/10,3,.,hatched,,7/22/10,7/16/10,3,0,no GPS recorded,no GPS recorded,,,
436,2010,140,trap inside 1st dune,6/24/10,unconfirmed,.,hatched,,.,7/3/10,.,0,no GPS recorded,no GPS recorded,2 chicks seen on hatch date,,
437,2010,Delta 10,SW near knobby log,6/24/10,unconfirmed,.,hatched,,.,7/17/10,3,2,no GPS recorded,no GPS recorded,,,
438,2010,Delta 11,East side,6/24/10,unconfirmed,.,hatched,,.,8/14/10,3,0,no GPS recorded,no GPS recorded,,,
439,2010,78,,6/26/10,unconfirmed,.,hatched,,.,6/26/10,2,0,no GPS recorded,no GPS recorded,,,
440,2010,Delta12,East side 4th july nest,7/1/10,unconfirmed,.,hatched,,.,7/23/10,3,0,no GPS recorded,no GPS recorded,,,
441,2010,Delta13,East side further south,7/1/10,unconfirmed,.,hatched,,.,7/27/10,2,0,no GPS recorded,no GPS recorded,,,
442,2010,Delta14,westside,7/1/10,unconfirmed,.,hatched,,.,7/29/10,3,0,no GPS recorded,no GPS recorded,,,
443,2010,Delta15,westside,7/1/10,unconfirmed,.,hatched,,.,6/30/10,3,1,no GPS recorded,no GPS recorded,3 chicks at discovery,,
444,2010,576,dune edge,7/3/10,3,.,hatched,,.,7/28/10,.,0,no GPS recorded,no GPS recorded,1 chick seen on hatch date,,
445,2010,657,15 ft from fence,7/8/10,1,.,failed - unknown cause,,.,.,0,0,no GPS recorded,no GPS recorded,,,
446,2010,223,10 ft from fence,7/10/10,3,.,failed - unknown cause,,.,.,0,0,no GPS recorded,no GPS recorded,,,
447,2010,268,20 ft from fence,7/15/10,unconfirmed,.,hatched,,.,8/10/10,3,0,no GPS recorded,no GPS recorded,,,
448,2010,333,20 yards from fence,7/15/10,2,.,hatched,,.,8/9/10,2,0,no GPS recorded,no GPS recorded,,,
449,2010,427,base of dune,7/15/10,2,.,hatched,,.,8/12/10,2,0,no GPS recorded,no GPS recorded,,,
450,2010,356,15 ft from fence,7/18/10,3,.,failed - unknown cause,,.,.,3,0,no GPS recorded,no GPS recorded,,,
451,2010,272,behind rock belt,7/22/10,unconfirmed,.,failed - unknown cause,,.,.,0,0,no GPS recorded,no GPS recorded,,,
452,2010,571,8 m from fence,8/4/10,3,.,failed - unknown cause,,.,.,0,0,no GPS recorded,no GPS recorded,,,
453,2011,411,,3/5/11,2,.,tide,tide,.,.,0,0,no GPS recorded,no GPS recorded,Tide 3/19/11,,
454,2011,100,"Back, middunes,5 ft N of inside 100M marker",3/25/11,1,.,hatched,,4/28/11,4/28/11,3,0,no GPS recorded,no GPS recorded,11 days old at disappearance,date of disappearance - 5/9/2011,
455,2011,147,Front dunes in green plants,3/25/11,2,.,predator - unknown,unknown,4/27/11,.,0,0,no GPS recorded,no GPS recorded,,,
456,2011,358,"middle of dark structure, in front, W. Slough",3/25/11,2,.,predator - unknown,unknown,4/26/11,.,0,0,no GPS recorded,no GPS recorded,,,
457,2011,396,"base of old wire fence, ",3/25/11,3,.,wind,wind,4/22/11,.,0,0,no GPS recorded,no GPS recorded,,,
458,2011,420,in reed wrack in dune foothill,3/25/11,1,.,hatched,,4/28/11,4/24/11,3,0,no GPS recorded,no GPS recorded,23 days old at disappearance,date of disappearance - 5/17/2011,
459,2011,450,"in dunes inside old fence, N of old bottle",3/25/11,2,.,predator - unknown,unknown,3/27/11,.,0,0,no GPS recorded,no GPS recorded,,,
460,2011,550,N of both dune boundary fences; rope/pole surrounded,3/25/11,2,.,predator - unknown,unknown,4/24/11,.,0,0,no GPS recorded,no GPS recorded,,,
461,2011,443,"base of dunes, in green plant clump",3/26/11,3,.,predator - unknown,unknown,4/23/11,.,0,0,no GPS recorded,no GPS recorded,,,
462,2011,592,mid front dune in green plants,3/31/11,3,.,hatched,,4/28/11,4/26/11,2,0,no GPS recorded,no GPS recorded,15 days old at disappearance,date of disappearance - 5/11/2011,
463,2011, ,Front first dune top,3/4/11,3,.,failed - unknown cause,,4/7/11,.,0,0,no GPS recorded,no GPS recorded,,,
464,2011,125,back slope 1st dune in verbena,4/9/11,3,.,failed - unknown cause,,5/7/11,.,0,0,no GPS recorded,no GPS recorded,,,
465,2011,195,behind 1st dunes by cage,4/9/11,1,.,hatched,,5/13/11,5/13/11,3,0,no GPS recorded,no GPS recorded,20 days old at disappearance,date of disappearance - 6/2/2011,
466,2011,390,back of big logs on beach,4/9/11,3,.,predator - unknown,unknown,.,.,0,0,no GPS recorded,no GPS recorded,,,
467,2011,664,"on dunes, below end of cable fence",4/9/11,3,.,wind,wind,collected 2 4/26,.,0,0,no GPS recorded,no GPS recorded,,,
468,2011,330,in green plants,4/9/11,unconfirmed,.,predator - unknown,unknown,.,.,0,0,no GPS recorded,no GPS recorded,,,
469,2011,146,"beach, between fence and dunes",4/14/11,1,.,hatched,,5/18/11,5/17/11,2,0,no GPS recorded,no GPS recorded,16 days old at disappearance,date of disappearance - 6/2/2011,
470,2011,370,"beach, between fence and dunes",4/14/11,2,.,wind,wind,,.,0,0,no GPS recorded,no GPS recorded,collected 2 5/4,,
471,2011,190,"jack's nest neat slough margin, back",4/12/11,3,.,predator - unknown,unknown,.,.,0,0,no GPS recorded,no GPS recorded,,,
472,2011,Delta 1,Delta,4/15/11,unconfirmed,.,hatched,,.,.,2,2,no GPS recorded,no GPS recorded,,,
473,2011,87,beach,4/16/11,1,.,hatched,,5/20/11,5/19/11,1,0,no GPS recorded,no GPS recorded,14 days old at disappearance,date of disappearance - 6/2/2011,
474,2011,37,behind dune fence and rocks,4/16/11,1,.,hatched,,5/20/11,5/19/11,3,0,no GPS recorded,no GPS recorded,8 days old at disappearance,date of disappearance - 5/27/2011,
475,2011,436,"beach,",4/19/11,1,.,predator - unknown,unknown,5/23/11,.,0,0,no GPS recorded,no GPS recorded,,,
476,2011,335,midway to dunes,4/23/11,2,.,hatched,,5/22/11,5/27/11,2,0,no GPS recorded,no GPS recorded,6 days old at disappearance,date of disappearance - 6/2/2011,
477,2011,675,Beach 5ft from fence,4/23/11,1,.,abandoned,,.,.,0,0,no GPS recorded,no GPS recorded,"abandoned, collected 1 5/4",,
478,2011,625,"rocky area, base of dunes",4/23/11,2,.,failed - unknown cause,,5/22/11,.,0,0,no GPS recorded,no GPS recorded,,,
479,2011,403,base of dunes,4/23/11,2,.,hatched,,5/22/11,5/27/11,2,0,no GPS recorded,no GPS recorded,6 days old at disappearance,date of disappearance - 6/2/2011,
480,2011,185,beach 15 ft from fence,4/28/11,2,.,hatched,,5/27/11,5/17/11,2,0,no GPS recorded,no GPS recorded,16 days old at disappearance,date of disappearance - 6/2/2011,
481,2011,Delta 2,near and east of delta1 by stick,4/28/11,unconfirmed,.,hatched,,.,5/25/11,1,0,no GPS recorded,no GPS recorded,8 days old at disappearance,date of disappearance - 6/2/2011,
482,2011,347,Beach 15 ft from fence,4/30/11,3,.,failed - unknown cause,,5/28/11,.,0,0,no GPS recorded,no GPS recorded,,,
483,2011,440,10 ft from fence in sticks,4/30/11,1,.,hatched,,6/3/11,5/30/11,2,0,no GPS recorded,no GPS recorded,3 days old at disappearance,date of disappearance - 6/2/2011,
484,2011,705,on sand 2 ft from fence pole,4/30/11,1,.,tide,tide,6/3/11,.,0,0,no GPS recorded,no GPS recorded,tide 5/7,,
485,2011,84,beach,5/2/11,1,.,failed - unknown cause,,6/5/11,.,0,0,no GPS recorded,no GPS recorded,,,
486,2011,Delta 3,west of D1,5/2/11,unconfirmed,.,abandoned,abandoned,.,.,0,0,no GPS recorded,no GPS recorded,,,
487,2011,35,7 ft from fence rocks,5/7/11,1,.,abandoned,abandoned,.,.,0,0,no GPS recorded,no GPS recorded,,,
488,2011,363,10 ft from fence,5/9/11,3,.,tide,tide,.,.,0,0,no GPS recorded,no GPS recorded,tide 5/19,,
489,2011,550,condo 2,5/9/11,3,.,wind,wind,.,.,0,0,no GPS recorded,no GPS recorded," (collected 2 eggs 5/15 for nursery, 1 egg broken)",,
490,2011,657,on dune rise from beach,5/9/11,2,.,tide,tide,.,.,0,0,no GPS recorded,no GPS recorded,tide 5/19,,
491,2011,221,5 ft from  fence beach,5/11/11,3,.,tide,tide,.,.,0,0,no GPS recorded,no GPS recorded,tide 5/17,,
492,2011,678,5 ft from  fence beach,5/14/11,1,.,tide,tide,.,.,0,0,no GPS recorded,no GPS recorded,tide 5/17,,
493,2011,378,10 ft from fence,5/7/11,1,.,tide,tide,.,.,0,0,no GPS recorded,no GPS recorded,tide 5/19,,
494,2011,10,"rocky slope, behind dunes",5/21/11,3,.,failed - unknown cause,,.,.,0,0,no GPS recorded,no GPS recorded,,,
495,2011,Delta4,by staple,5/19/11,1,.,predator - whimbrel,whimbrel,,.,0,0,no GPS recorded,no GPS recorded,pat observed,,
496,2011,110,2 chicks on beach,5/21/11,unconfirmed,.,hatched,,.,5/20/11,2,0,no GPS recorded,no GPS recorded,7 days old at disappearance,date of disappearance - 5/27/2011,
497,2011,567,condo 3,5/21/11,1,.,hatched,,6/20/11,6/23/11,3,0,no GPS recorded,no GPS recorded,12 days old at disappearance,date of disappearance - 7/5/2011,
498,2011,320,2 chicks on back,5/21/11,unconfirmed,.,hatched,,.,5/20/11,2,0,no GPS recorded,no GPS recorded,13 days old at disappearance,date of disappearance - 6/2/2011,
499,2011,356,"20 ft from fence, in hole",5/24/11,unconfirmed,.,failed - unknown cause,,5/24/11,.,0,0,no GPS recorded,no GPS recorded,,,
500,2011,185,behind dunes,5/24/11,3,.,hatched,,,6/2/11,2,0,no GPS recorded,no GPS recorded,,date of disappearance - 6/2/2011,
501,2011,Delta 5,,5/26/11,unconfirmed,.,flooded,flooded,.,.,0,0,no GPS recorded,no GPS recorded,,,
502,2011,Delta 6,West of bridge channel,5/26/11,unconfirmed,.,flooded,flooded,.,.,0,0,no GPS recorded,no GPS recorded,Flooded 6/11,,
510,2011,590,30 ft ff,6/11/11,2,.,hatched,,7/10/11,7/8/11,1,0,no GPS recorded,no GPS recorded,13 days old at disappearance,date of disappearance - 7/21/2011,
511,2011,649,30 ft ff,6/11/11,2,.,hatched,,7/10/11,7/8/11,3,0,no GPS recorded,no GPS recorded,13 days old at disappearance,date of disappearance - 7/21/2011,
512,2011,95,50 ft ff,6/15/11,3,.,hatched,,7/13/11,7/11/11,3,0,no GPS recorded,no GPS recorded,2 days old at disappearance,date of disappearance - 7/13/2011,
513,2011,114,top of dune in plants,6/11/11,2,.,hatched,,7/10/11,7/11/11,2,0,no GPS recorded,no GPS recorded,2 days old at disappearance,date of disappearance - 7/13/2011,
514,2011,716,22 ft ff,6/11/11,2,.,failed - unknown cause,,7/10/11,.,0,0,no GPS recorded,no GPS recorded,,,
515,2011,382,20 ft ff,6/18/11,1,.,abandoned,abandoned,7/18/11,.,0,0,no GPS recorded,no GPS recorded,,,
516,2011,37,15 ft ff in dunes plants,6/18/11,3,.,hatched,,7/16/11,7/11/11,2,0,no GPS recorded,no GPS recorded,2 days old at disappearance,date of disappearance - 7/13/2011,
517,2011,132,in dunes plants,6/18/11,3,.,hatched,,7/16/11,7/9/11,3,0,no GPS recorded,no GPS recorded,20 days old at disappearance,date of disappearance - 7/29/2011,
518,2011,363,60 ft ff (log),6/21/11,unconfirmed,.,predator - unknown,,7/19/11,7/18/11,0,0,no GPS recorded,no GPS recorded,,,
519,2011,312,100 ft ff near wet sand,6/23/11,3,.,hatched,,7/21/11,7/9/11,2,0,no GPS recorded,no GPS recorded,12 days old at disappearance,date of disappearance - 7/21/2011,
520,2011,335,60 ft ff,6/23/11,3,.,hatched,,7/21/11,7/21/11,3,0,no GPS recorded,no GPS recorded,8 days old at disappearance,date of disappearance - 7/29/2011,
521,2011,100,150 ft ff,6/23/11,3,.,hatched,,7/21/11,7/11/11,2,0,no GPS recorded,no GPS recorded,26 days old at disappearance,date of disappearance - 8/6/2011,
522,2011,107,9 ft ff,6/23/11,2,.,hatched,,7/22/11,7/16/11,2,0,no GPS recorded,no GPS recorded,5 days old at disappearance,date of disappearance - 7/21/2011,
523,2011,383,12 ft ff,6/25/11,3,.,hatched,,7/23/11,7/21/11,2,2,no GPS recorded,no GPS recorded,,,
524,2011,545,6 ft ff,6/25/11,2,.,hatched,,7/24/11,7/25/11,1,0,no GPS recorded,no GPS recorded,7 days old at disappearance,date of disappearance - 8/1/2011,
525,2011,178,,6/30/11,2,.,tide,tide,7/29/11,.,0,0,no GPS recorded,no GPS recorded,tide 7/11,,
526,2011,412,30 ft ff,6/30/11,3,.,hatched,,7/28/11,7/23/11,3,2,no GPS recorded,no GPS recorded,,,
527,2011,193,3 ft ff,7/5/11,1,.,tide,tide,8/3/11,.,0,0,no GPS recorded,no GPS recorded,,,
528,2011,90,3 ft ff,7/7/11,1,.,abandoned,abandoned,8/5/11,.,0,0,no GPS recorded,no GPS recorded,,,
529,2011,347,20 ft ff,7/21/11,unconfirmed,.,hatched,,8/19/11,.,2,2,no GPS recorded,no GPS recorded,,,
503 A,2011,107,"on dune, behind front dune",5/28/11,3,.,wind,wind,6/25/11,.,0,0,no GPS recorded,no GPS recorded,,,
503 B,2011,211,12 ft ff,6/10/11,2,.,tide,tide,7/9/11,.,0,0,no GPS recorded,no GPS recorded,Tide 6/14,,
504 A,2011,327,"base of dunes, in front of plant",5/28/11,unconfirmed,.,wind,wind,.,.,0,0,no GPS recorded,no GPS recorded,,,
504 B,2011,326,60 ft ff,6/10/11,2,.,hatched,,7/9/11,7/3/11,3,0,no GPS recorded,no GPS recorded,6 days old at disappearance,date of disappearance - 7/9/2011,
505 A,2011,383,base of dune,5/28/11,2,.,wind,wind,6/26/11,.,0,0,no GPS recorded,no GPS recorded,,,
505 B,2011,499,12 ft ff,6/10/11,2,.,tide,tide,7/9/11,.,0,0,no GPS recorded,no GPS recorded,Tide 6/14,,
506 A,2011,588,10 ft from fence,5/28/11,2,.,wind,wind,6/26/11,.,0,0,no GPS recorded,no GPS recorded,,,
506 B,2011,371,12 ft ff,6/11/11,3,.,hatched,,7/9/11,7/7/11,2,0,no GPS recorded,no GPS recorded,14 days old at disappearance,date of disappearance - 7/21/2011,
507 A,2011,652,dune rise,5/28/11,2,.,wind,wind,6/26/11,.,0,0,no GPS recorded,no GPS recorded,,,
507 B,2011,348,25 ft ff,6/11/11,3,.,hatched,,7/9/11,7/4/11,3,0,no GPS recorded,no GPS recorded,3 days old at disappearance,date of disappearance - 7/7/2011,
508 A,2011,674,base of dune,5/28/11,2,.,wind,wind,6/26/11,.,0,0,no GPS recorded,no GPS recorded,,,
508 B,2011,147,12 ft ff female xs:xx,6/11/11,3,.,hatched,,7/9/11,7/8/11,3,1,no GPS recorded,no GPS recorded,,,
509 A,2011,Delta 7,,6/1/11,unconfirmed,.,flooded,flooded,.,.,0,0,no GPS recorded,no GPS recorded,,,
509 B,2011,382,8 ft ff,6/11/11,3,.,tide,tide,7/9/11,.,0,0,no GPS recorded,no GPS recorded,Tide 6/14,,
530,2012,363,back by black log,3/24/12,1,,unknown fate,,,,.,0,no GPS recorded,no GPS recorded,,,
531,2012,451,10ft from fence,3/24/12,3,,hatched,,4/21/12,4/23/12,3,3,no GPS recorded,no GPS recorded,,,
532,2012,607,"Female is S:K/mauve, 10 ft from fence",3/24/12,1,,abandoned,abandoned,4/23/12,.,0,0,no GPS recorded,no GPS recorded,,,
533,2012,664,under plant on dune rise,3/24/12,1,,predator - unknown,unknown,,.,0,0,no GPS recorded,no GPS recorded,,,
534,2012,364,40 ft from fence,3/28/12,1,,failed - human,human,.,.,0,0,no GPS recorded,no GPS recorded,1 broken egg - human,,
